model,mode,param,stretch,I1,I2,I3,J,W,P11,P22,P33,sigma11,sigma22,sigma33
yeoh,uniaxial,3.9696969696969697,3.9696969696969697,16.262310825114433,8.002851779846125,1.0000000000000009,1.0000000000000004,21.16364208081723,35.33376119328816,4.467389671809013,4.467389671809013,140.26432473699234,2.2422041803794173,2.2422041803794173
yeoh,uniaxial,4.0,4.0,16.5,8.0625,1.0,1.0,22.24125,36.94,4.6175,4.6175,147.76,2.30875,2.30875
yeoh,biaxial,1.0,1.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
yeoh,biaxial,1.02020202020202,1.02020202020202,3.0047382086471854,3.00486627266511,1.0,1.0,0.00236798285629078,1.019236608445366,1.019236608445366,0.9598789692894896,1.0398272469998175,1.0398272469998175,0.9222403468293588
yeoh,biaxial,1.0404040404040404,1.0404040404040404,3.0183582477425936,3.0193540827970295,1.0,1.0,0.00916233448022012,1.0366050799253583,1.0366050799253583,0.9204649216560907,1.078488113457696,1.078488113457696,0.8503607029080351
yeoh,biaxial,1.0606060606060606,1.0606060606060606,3.040055146290821,3.0433259323860744,1.0,1.0,0.0199479950588645,1.052211613543256,1.052211613543256,0.8819435278344956,1.1159820143640593,1.1159820143640593,0.7840297973973599
yeoh,biaxial,1.0808080808080809,1.0808080808080809,3.0691263118210506,3.076679923722112,1.0,1.0,0.034327536725389955,1.0661755005725204,1.0661755005725204,0.8444675183075336,1.1523310965783808,1.1523310965783808,0.7229125816169217
yeoh,biaxial,1.101010101010101,1.101010101010101,3.1049569161851815,3.1193463125220227,0.9999999999999999,0.9999999999999999,0.051939222385710145,1.078626096646368,1.078626096646368,0.808159371681921,1.187578227620749,1.187578227620749,0.6666753641826874
yeoh,biaxial,1.121212121212121,1.121212121212121,3.147007586933069,3.1712844918183993,1.0,1.0,0.07245500208437533,1.0897006299594711,1.0897006299594711,0.7731145546927828,1.2217855548030432,1.2217855548030432,0.614990321446633
yeoh,biaxial,1.1414141414141414,1.1414141414141414,3.1948040071074493,3.2324803461668754,1.0,1.0,0.09557849889021852,1.0995426359131997,1.0995426359131997,0.7394049056058344,1.2550335137191067,1.2550335137191067,0.5675391557555629
yeoh,biaxial,1.1616161616161615,1.1616161616161615,3.2479281002769467,3.302943925105828,1.0,1.0,0.12104303028796744,1.1083008612089704,1.1083008612089704,0.707081921479545,1.2874201923134505,1.2874201923134505,0.5240158723947842
yeoh,biaxial,1.1818181818181819,1.1818181818181819,3.3060105368211468,3.382707392590073,1.0,1.0,0.14860970173808782,1.1161285194735056,1.1161285194735056,0.6761798176692014,1.3190609775595976,1.3190609775595976,0.4841287451951086
yeoh,biaxial,1.202020202020202,1.202020202020202,3.368724345043483,3.471823215610185,1.0,1.0,0.1780655993176699,1.1231828096598708,1.1231828096598708,0.6467182960362572,1.350088427772976,1.350088427772976,0.4476015831827807
yeoh,biaxial,1.2222222222222223,1.2222222222222223,3.4357794490526774,3.570362560635662,0.9999999999999998,0.9999999999999999,0.209222099536059,1.129624630300789,1.129624630300789,0.6187050003675996,1.380652325923187,1.380652325923187,0.4141744217336824
yeoh,biaxial,1.2424242424242424,1.2424242424242424,3.5069179864173625,3.6784138710715153,0.9999999999999999,0.9999999999999999,0.24191330704802788,1.1356184390897812,1.1356184390897812,0.5921376626219672,1.4109198788691224,1.4109198788691224,0.38360375645170874
yeoh,biaxial,1.2626262626262625,1.2626262626262625,3.5819102838431274,3.79608160274711,0.9999999999999999,0.9999999999999999,0.27599462514950673,1.141332219618583,1.141332219618583,0.5670059578182102,1.4410760348719485,1.4410760348719485,0.3556624251248819
yeoh,biaxial,1.2828282828282829,1.2828282828282829,3.6605513897091777,3.923485097687091,1.0,1.0,0.3113414595144546,1.1469375264277872,1.1469375264277872,0.5432930926273825,1.4713238975386767,1.4713238975386767,0.33013922753059555
yeoh,biaxial,1.303030303030303,1.303030303030303,3.742658079149599,4.060757579148267,1.0,1.0,0.3478480524121058,1.1526095865888089,1.1526095865888089,0.5209771556371241,1.501885218888448,1.501885218888448,0.3068383572140769
yeoh,biaxial,1.3232323232323233,1.3232323232323233,3.828066261196908,4.2080452532262695,1.0,1.0,0.38542644240937934,1.158527441388794,1.158527441388794,0.5000322575251935,1.5330009577972932,1.5330009577972932,0.28557870497083043
